Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistClaw	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	AttElec	AttFire	AttIce	AttWind	AttEarth	AttDark	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive
6819	6819	BOSS	MONSTER	MELEE	129	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0	ANIMAL	STUN,SLOW,TERROR	0	maze_keingnoll_boss	0	141	64	128	32	530	770	729066	8	10	0	0	40	200	100	100	100	2000	400	0	0	0	5	0	0	3	15	40	40	30	20	20	40	30	0	0	0	0	0	0	0	0	0	0	45	0	5.0	0	20	0	0	20	256	20	257	20	258	0	0	0	0	0	0	0	0	0
6820	6820	BOSS	MONSTER	MELEE	130	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0	DEVIL	STUN,SLOW,TERROR	0	maze_keingnoll_boss	0	142	64	128	32	544	791	1048773	10	15	0	0	50	200	100	100	100	2000	400	0	0	0	5	0	0	3	15	40	40	30	20	20	40	30	0	0	0	0	0	0	0	0	0	0	0	55	5.0	0	20	0	0	20	256	20	257	20	258	0	0	0	0	0	0	0	0	0
6850	6850	S_PAWN	MONSTER	MELEE	123	100		AGGR	0		STUN,SLOW,TERROR	0	snaketemple_pawn	0	141	62	125	31	458	590	137518	7	3	0	0	40	200	100	100	100	60000	150	0	0	0	0	10	0	15	10	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	55	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6851	6851	KNIGHT	MONSTER	MELEE	123	100		AGGR	0		STUN,SLOW,TERROR	0	snaketemple_s_pawn	0	141	62	125	31	464	585	148248	7	3	0	0	41	200	100	100	100	60000	200	0	0	0	0	10	0	15	12	45	45	45	45	45	45	45	-10	0	0	0	0	0	0	55	0	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6852	6852	S_KNIGHT	MONSTER	MELEE	124	100		AGGR,BERSERK	0		STUN,SLOW,TERROR	0	snaketemple_knight03	0	141	63	126	31	458	595	154581	5	3	0	0	41	200	100	100	100	60000	250	0	0	0	0	10	10	15	16	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	55	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6853	6853	S_KNIGHT	MONSTER	MELEE	125	100		AGGR,BERSERK	0		STUN,SLOW,TERROR	0	snaketemple_knight01	0	141	64	128	32	480	586	156487	5	3	0	0	40	200	100	100	100	60000	250	0	0	0	0	10	10	15	16	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	55	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6854	6854	S_KNIGHT	MONSTER	MELEE	124	100		AGGR,BERSERK	0		STUN,SLOW,TERROR	0	snaketemple_knight02	0	141	63	126	31	480	605	157364	5	3	0	0	10	200	100	100	100	60000	250	0	0	0	0	10	10	20	16	45	45	45	45	45	45	45	0	0	0	-10	0	0	0	0	0	55	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6855	6855	S_KNIGHT	MONSTER	RANGE	128	100		AGGR,BERSERK	0		STUN,SLOW,TERROR	0	snaketemple_s_knight	0	141	64	128	32	532	708	1914864	7	15	0	0	43	200	100	100	100	60000	600	0	0	0	5	10	25	25	18	45	45	45	45	45	45	45	-10	0	0	0	90	90	0	60	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6856	6856	BOSS	MONSTER	MELEE	129	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR	0	snaketemple_boss	0	141	64	128	32	561	754	24467518	12	7	0	0	10	200	100	100	100	60000	300	0	0	0	5	10	25	30	20	50	50	50	50	50	50	50	0	0	0	-10	90	90	0	0	0	65	0	0	5.0	6753	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6860	6860	KNIGHT	MONSTER	MELEE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_jianbing	0	130	91	122	33	425	483	52232	5	7	480	1150	58	120	100	100	100	2000	150	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6861	6861	KNIGHT	MONSTER	MELEE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_qiangbing	0	130	92	122	33	429	490	58652	5	7	380	1150	210933	120	100	100	100	2000	150	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6862	6862	KNIGHT	MONSTER	MELEE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_maobing	0	130	90	125	33	429	490	55232	5	12	516	1150	210933	120	100	100	100	2000	150	0	0	0	0	0	3	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6863	6863	KNIGHT	MONSTER	RANGE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_gongbing	0	130	90	125	33	405	435	57252	5	12	456	1150	210933	120	100	100	100	2000	600	0	0	0	0	0	3	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6864	6864	S_KNIGHT	MONSTER	MELEE	120	100		AGGR,STONESKIN	0	DEVIL	STUN,SLOW,TERROR	0	empire_caocao_boss	0	140	94	126	33	435	475	53488	6	13	325	1150	210933	150	100	100	100	2000	150	0	0	0	0	0	10	5	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6865	6865	KNIGHT	MONSTER	MELEE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_jianbing	0	130	91	128	33	435	483	53136	5	7	516	1150	210933	120	100	100	100	2000	150	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6866	6866	KNIGHT	MONSTER	MELEE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_qiangbing	0	130	92	128	33	429	490	54088	5	7	516	1150	210933	120	100	100	100	2000	150	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6867	6867	KNIGHT	MONSTER	MELEE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_maobing	0	130	90	125	33	429	490	59114	5	12	516	1150	210933	120	100	100	100	2000	150	0	0	0	0	0	3	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6868	6868	KNIGHT	MONSTER	RANGE	120	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	empire_gongbing	0	130	90	125	33	435	495	56300	5	12	450	1150	210933	120	100	100	100	2000	600	0	0	0	0	0	3	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6869	6869	S_KNIGHT	MONSTER	MELEE	120	100		AGGR,STONESKIN	0	DEVIL	STUN,SLOW,TERROR	0	empire_caocao_boss	0	140	94	126	33	435	475	54583	6	13	450	1150	210933	150	100	100	100	2000	150	0	0	0	0	0	10	10	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6870	6870	BOSS	MONSTER	MAGIC	127	100		AGGR,BERSERK,STONESKIN,DEATHBLOW	0		STUN,SLOW,TERROR	0	empire_zhanglu	0	140	94	126	33	513	653	1852410	6	16	0	0	150	150	100	100	100	2000	1000	0	0	0	50	0	20	20	50	60	60	40	40	40	60	60	0	0	40	0	100	100	0	0	65	0	0	0	5.0	6868	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6871	6871	BOSS	MONSTER	MAGIC	127	100		AGGR,BERSERK,STONESKIN,DEATHBLOW	0		STUN,SLOW,TERROR	0	empire_zhanglu	0	140	94	126	33	513	653	1852410	6	16	0	0	150	150	100	100	100	2000	1000	0	0	0	50	0	20	20	50	60	60	40	40	40	60	60	0	0	40	0	100	100	0	0	0	0	0	65	5.0	6868	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6875	6875	S_PAWN	MONSTER	MELEE	122	100			0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_pawn	0	135	91	60	36	360	650	124750	3	8	0	0	32	200	100	100	100	2000	250	0	0	0	0	0	0	10	16	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	35	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6876	6876	KNIGHT	MONSTER	MELEE	122	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_s_pawn	0	135	92	61	36	318	520	167364	4	8	0	0	32	200	100	100	100	2000	250	0	0	0	0	0	0	10	12	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	35	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6877	6877	S_KNIGHT	MONSTER	MELEE	122	100		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight	0	135	92	61	36	332	525	183487	4	8	0	0	33	200	100	100	100	2000	250	0	0	0	0	0	0	10	12	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	35	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6878	6878	S_KNIGHT	MONSTER	MAGIC	123	100		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_s_knight	0	135	62	125	36	318	625	157364	5	7	0	0	33	200	100	100	100	2000	1200	0	0	0	0	0	10	10	16	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	35	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6879	6879	S_KNIGHT	MONSTER	MELEE	123	100		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight02	0	135	92	61	36	320	526	176648	5	10	0	0	34	200	100	100	100	2000	250	0	0	0	5	0	0	15	15	45	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	35	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6880	6880	BOSS	MONSTER	MELEE	124	100		AGGR,BERSERK,STONESKIN,FALL	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight03	0	135	62	125	36	432	688	614864	5	7	0	0	36	200	100	100	100	2000	250	0	0	0	0	5	0	20	20	50	50	50	50	50	50	50	0	0	0	0	90	90	0	0	0	0	55	0	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6881	6881	BOSS	MONSTER	MELEE	126	100		AGGR,BERSERK,STONESKIN	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_boss	0	142	64	128	36	463	698	867518	10	15	0	0	77	200	100	100	100	2000	250	0	0	0	5	0	0	20	15	50	50	50	50	50	50	50	0	0	0	0	90	90	0	0	0	0	65	0	5.0	0	20	0	0	20	256	20	257	0	0	0	0	0	0	0	0	0	0	0
6882	6882	S_PAWN	MONSTER	MELEE	123	100		REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_pawn	0	145	91	125	33	458	650	129750	3	7	0	0	37	200	100	100	100	2000	150	0	0	0	0	0	0	0	10	45	45	45	45	45	45	45	0	-10	0	0	0	0	35	0	0	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6883	6883	KNIGHT	MONSTER	MELEE	123	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_s_pawn	0	145	92	126	33	464	633	170364	4	7	0	0	37	200	100	100	100	2000	150	0	0	0	0	0	0	0	12	45	45	45	45	45	45	45	0	-10	0	0	0	0	35	0	0	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6884	6884	S_KNIGHT	MONSTER	MELEE	123	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_knight01	0	145	92	128	33	458	634	184487	5	9	0	0	37	200	100	100	100	2000	200	0	0	0	0	0	10	10	16	45	45	45	45	45	45	45	0	-10	0	0	0	0	35	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6885	6885	S_KNIGHT	MONSTER	RANGE	124	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_knight02	0	145	64	128	32	468	638	168488	5	9	0	0	36	200	100	100	100	2000	1200	0	0	0	5	10	10	10	16	45	45	45	45	45	45	45	0	-10	0	0	0	0	35	0	0	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6886	6886	S_KNIGHT	MONSTER	MELEE	124	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_knight03	0	145	92	125	33	480	635	179648	5	9	0	0	37	200	100	100	100	2000	150	0	0	0	0	10	10	10	16	45	45	45	45	45	45	45	0	-10	0	0	0	0	35	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6887	6887	BOSS	MONSTER	MELEE	125	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_s_knight	0	145	94	128	33	532	708	644864	7	12	0	0	82	200	100	100	100	2000	200	0	0	0	5	5	0	10	50	50	50	50	50	50	50	50	0	-10	0	0	0	0	55	0	0	0	0	0	5.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6888	6888	BOSS	MONSTER	MELEE	127	100		AGGR,BERSERK,STONESKIN,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_boss	0	145	96	130	33	561	754	897518	10	10	0	0	82	200	100	100	100	2000	200	0	0	0	5	25	0	10	50	50	50	50	50	50	50	50	0	-10	0	0	0	0	65	0	0	0	0	0	5.0	0	20	0	0	20	256	20	257	0	0	0	0	0	0	0	0	0	0	0
6889	6889	S_PAWN	MONSTER	MELEE	123	100		REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_pawn	0	145	91	125	33	458	650	131750	3	7	0	0	38	200	100	100	100	2000	175	0	0	0	0	0	0	0	10	45	45	45	45	45	45	45	0	-10	0	0	0	0	40	0	0	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6890	6890	KNIGHT	MONSTER	MELEE	123	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_s_pawn	0	145	92	126	33	464	633	173364	4	7	0	0	38	200	100	100	100	2000	200	0	0	0	0	0	0	0	12	45	45	45	45	45	45	45	0	-10	0	0	0	0	40	0	0	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6891	6891	S_KNIGHT	MONSTER	MELEE	123	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_knight01	0	145	92	128	33	458	634	187487	5	10	0	0	36	200	100	100	100	2000	150	0	0	0	0	0	10	10	16	45	45	45	45	45	45	45	0	-10	0	0	0	0	40	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6892	6892	S_KNIGHT	MONSTER	MAGIC	124	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	defensewave_watersoul	0	145	91	125	33	480	635	164364	5	11	0	0	36	200	100	100	100	2000	600	0	0	0	0	10	10	10	16	45	45	45	45	45	45	45	0	-10	0	0	0	0	40	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6893	6893	S_KNIGHT	MONSTER	MELEE	124	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_knight02	0	145	92	125	33	480	635	183648	5	12	0	0	38	200	100	100	100	2000	150	0	0	0	0	10	10	10	16	45	45	45	45	45	45	45	0	-10	0	0	0	0	40	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6894	6894	BOSS	MONSTER	MELEE	125	100		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_s_knight	0	145	94	128	33	532	708	664864	7	14	0	0	80	200	100	100	100	2000	150	0	0	0	5	5	0	10	50	50	50	50	50	50	50	50	0	-10	0	0	0	0	50	0	0	0	0	0	5.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6895	6895	BOSS	MONSTER	MELEE	127	100		AGGR,BERSERK,STONESKIN,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_boss	0	145	96	130	33	561	754	917518	10	15	0	0	84	200	100	100	100	2000	200	0	0	0	5	25	0	10	50	50	50	50	50	50	50	50	0	-10	0	0	0	0	65	0	0	0	0	0	5.0	0	20	0	0	20	256	20	257	0	0	0	0	0	0	0	0	0	0	0
7001	7001	S_PAWN	MONSTER	MELEE	52	100		AGGR	0	ANIMAL		0	monkey	0	60	80	40	20	95	116	3370	3	5	1000	2000	2000	69	90	100	100	2000	100	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7002	7002	S_PAWN	MONSTER	MELEE	53	100		AGGR,NOMOVE	0	ANIMAL		0	monkey	0	61	81	40	20	87	131	4330	7	5	1000	2000	2000	75	100	100	100	2000	150	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7003	7003	S_PAWN	MONSTER	MELEE	54	100		AGGR	0	ANIMAL		0	monkey	0	61	81	41	20	79	147	6172	12	10	1000	2000	2000	78	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7004	7004	KNIGHT	MONSTER	MELEE	54	100		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	62	82	41	20	107	131	10627	7	10	1000	2000	2000	69	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7005	7005	KNIGHT	MONSTER	MELEE	55	100		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	83	41	62	21	108	132	10969	7	10	1000	2000	2000	75	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7006	7006	KNIGHT	MONSTER	MELEE	56	100		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	84	63	42	21	109	133	11315	7	10	1000	2000	2000	78	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7007	7007	S_KNIGHT	MONSTER	MELEE	56	100		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	99	97	42	21	119	146	22630	15	15	1000	2000	2000	69	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7008	7008	S_PAWN	MONSTER	MELEE	52	100		AGGR	0	ORC		0	nersluck_1	0	85	43	65	22	112	208	37814	10	7	1000	2000	2000	75	110	110	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7009	7009	S_KNIGHT	MONSTER	MELEE	53	100		AGGR	0	ORC		0	nersluck_2	0	85	43	65	22	140	172	60733	6	10	1000	2000	2000	69	110	100	100	2000	150	0	0	0	0	0	0	10	5	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7010	7010	S_PAWN	MONSTER	MELEE	54	100		AGGR	0	ORC		0	nersluck_3	0	85	43	65	22	112	208	66632	10	7	1000	2000	2000	75	80	100	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7012	7012	S_PAWN	MONSTER	MELEE	52	100		AGGR	0	DESERT		0	evil_eye	0	60	80	40	20	95	116	2457	3	5	1000	2000	2000	78	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7013	7013	S_PAWN	MONSTER	MELEE	53	100		AGGR	0	DESERT		0	giant_scorpion	0	61	81	40	20	87	131	2651	3	5	1000	2000	2000	69	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7014	7014	KNIGHT	MONSTER	MELEE	54	100		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	61	81	41	20	79	147	4226	12	10	1000	2000	2000	75	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7015	7015	S_PAWN	MONSTER	RANGE	54	100		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	62	82	41	20	107	131	2455	7	5	1000	2000	2000	78	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7016	7016	KNIGHT	MONSTER	MELEE	55	100		AGGR	0	DESERT	POISON	0	snakeman_sword	0	83	41	62	21	108	132	4834	12	10	1000	2000	2000	69	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7017	7017	KNIGHT	MONSTER	RANGE	56	100		AGGR	0	DESERT	POISON	0	snakeman_bow	0	84	63	42	21	109	133	3726	7	5	1000	2000	2000	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7018	7018	S_KNIGHT	MONSTER	MELEE	56	100		AGGR	0	DESERT		0	outlaw	0	99	97	42	21	119	146	9122	7	10	1000	2000	2000	78	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	10	0	0	0	0	0	0	0	0	0	0	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7019	7019	S_PAWN	MONSTER	MELEE	59	100		AGGR	0			0	fire_tiger	0	85	43	65	22	130	159	6660	6	10	1000	2000	2000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	-60	0	0	0	0	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7020	7020	S_PAWN	MONSTER	MAGIC	59	100		AGGR,NOMOVE	0			0	fire_ghost	0	85	43	65	22	132	161	6660	10	7	1000	2000	2000	75	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	-60	0	0	0	0	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7021	7021	KNIGHT	MONSTER	MELEE	60	100		AGGR	0			0	fire_tiger_boss	0	85	43	65	22	119	178	9110	10	10	1000	2000	2000	78	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	-50	0	0	0	0	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7022	7022	KNIGHT	MONSTER	POWER	61	100		AGGR	0		CURSE	0	fire_man	0	85	43	65	22	105	195	9338	6	10	1000	2000	2000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	-50	0	0	0	0	0	0	1	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7023	7023	S_KNIGHT	MONSTER	POWER	62	100		AGGR	0		SLOW,CURSE	0	fire_knight	0	85	43	65	22	106	198	14951	10	7	1000	2000	2000	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	0	-40	0	0	0	0	0	0	1	0	0	0	0	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7024	7024	S_PAWN	MONSTER	MAGIC	64	100		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	128	193	2158	10	10	1000	2000	2000	78	110	130	100	2000	900	0	0	0	3	0	0	15	20	15	15	15	15	15	50	0	0	0	50	0	0	0	0	0	0	0	1	0	1.0	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7025	7025	KNIGHT	MONSTER	MELEE	66	100		AGGR	0			0	ent_guru	0	92	42	65	10	148	181	4219	6	10	1000	2000	2000	69	130	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	0	25	0	0	0	0	0	0	0	1	0	1.0	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
