Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
21364	21364	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21365	749	15	CONQUEROR_LEVEL	24	LIMIT_NONE	0	APPLY_RESIST_MONSTER	34	APPLY_MAX_HP_PCT	34	APPLY_RESIST_MAGIC	34	APPLY_HP_REGEN	28	0	440	0	34	0	20	100	5	0
21365	21365	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	CONQUEROR_LEVEL	25	LIMIT_NONE	0	APPLY_RESIST_MONSTER	35	APPLY_MAX_HP_PCT	35	APPLY_RESIST_MAGIC	35	APPLY_HP_REGEN	30	0	440	0	34	0	30	100	5	0
21366	21366	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21370	21370	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	21371	735	15	CONQUEROR_LEVEL	10	LIMIT_NONE	0	APPLY_RESIST_MONSTER	20	APPLY_MAX_HP_PCT	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	2	0	440	0	34	0	0	0	3	0
21371	21371	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	21372	736	15	CONQUEROR_LEVEL	11	LIMIT_NONE	0	APPLY_RESIST_MONSTER	21	APPLY_MAX_HP_PCT	21	APPLY_RESIST_MAGIC	21	APPLY_HP_REGEN	2	0	440	0	34	0	5	0	3	0
21372	21372	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	21373	737	15	CONQUEROR_LEVEL	12	LIMIT_NONE	0	APPLY_RESIST_MONSTER	22	APPLY_MAX_HP_PCT	22	APPLY_RESIST_MAGIC	22	APPLY_HP_REGEN	4	0	440	0	34	0	6	0	5	0
21373	21373	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	21374	738	15	CONQUEROR_LEVEL	13	LIMIT_NONE	0	APPLY_RESIST_MONSTER	23	APPLY_MAX_HP_PCT	23	APPLY_RESIST_MAGIC	23	APPLY_HP_REGEN	6	0	440	0	34	0	7	0	5	0
21374	21374	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	21375	739	15	CONQUEROR_LEVEL	14	LIMIT_NONE	0	APPLY_RESIST_MONSTER	24	APPLY_MAX_HP_PCT	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	8	0	440	0	34	0	8	30	5	0
21375	21375	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	21376	740	15	CONQUEROR_LEVEL	15	LIMIT_NONE	0	APPLY_RESIST_MONSTER	25	APPLY_MAX_HP_PCT	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	10	0	440	0	34	0	9	40	5	0
21376	21376	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	21377	741	15	CONQUEROR_LEVEL	16	LIMIT_NONE	0	APPLY_RESIST_MONSTER	26	APPLY_MAX_HP_PCT	26	APPLY_RESIST_MAGIC	26	APPLY_HP_REGEN	12	0	440	0	34	0	10	50	5	0
21377	21377	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	21378	742	15	CONQUEROR_LEVEL	17	LIMIT_NONE	0	APPLY_RESIST_MONSTER	27	APPLY_MAX_HP_PCT	27	APPLY_RESIST_MAGIC	27	APPLY_HP_REGEN	14	0	440	0	34	0	11	65	5	0
21378	21378	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	21379	743	15	CONQUEROR_LEVEL	18	LIMIT_NONE	0	APPLY_RESIST_MONSTER	28	APPLY_MAX_HP_PCT	28	APPLY_RESIST_MAGIC	28	APPLY_HP_REGEN	16	0	440	0	34	0	12	80	5	0
21379	21379	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21380	744	15	CONQUEROR_LEVEL	19	LIMIT_NONE	0	APPLY_RESIST_MONSTER	29	APPLY_MAX_HP_PCT	29	APPLY_RESIST_MAGIC	29	APPLY_HP_REGEN	18	0	440	0	34	0	13	100	5	0
21380	21380	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21381	745	15	CONQUEROR_LEVEL	20	LIMIT_NONE	0	APPLY_RESIST_MONSTER	30	APPLY_MAX_HP_PCT	30	APPLY_RESIST_MAGIC	30	APPLY_HP_REGEN	20	0	440	0	34	0	14	100	5	0
21381	21381	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21382	746	15	CONQUEROR_LEVEL	21	LIMIT_NONE	0	APPLY_RESIST_MONSTER	31	APPLY_MAX_HP_PCT	31	APPLY_RESIST_MAGIC	31	APPLY_HP_REGEN	22	0	440	0	34	0	15	100	5	0
21382	21382	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21383	747	15	CONQUEROR_LEVEL	22	LIMIT_NONE	0	APPLY_RESIST_MONSTER	32	APPLY_MAX_HP_PCT	32	APPLY_RESIST_MAGIC	32	APPLY_HP_REGEN	24	0	440	0	34	0	16	100	5	0
21383	21383	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21384	748	15	CONQUEROR_LEVEL	23	LIMIT_NONE	0	APPLY_RESIST_MONSTER	33	APPLY_MAX_HP_PCT	33	APPLY_RESIST_MAGIC	33	APPLY_HP_REGEN	26	0	440	0	34	0	17	100	5	0
21384	21384	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21385	749	15	CONQUEROR_LEVEL	24	LIMIT_NONE	0	APPLY_RESIST_MONSTER	34	APPLY_MAX_HP_PCT	34	APPLY_RESIST_MAGIC	34	APPLY_HP_REGEN	28	0	440	0	34	0	20	100	5	0
21385	21385	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	CONQUEROR_LEVEL	25	LIMIT_NONE	0	APPLY_RESIST_MONSTER	35	APPLY_MAX_HP_PCT	35	APPLY_RESIST_MAGIC	35	APPLY_HP_REGEN	30	0	440	0	34	0	30	100	5	0
21386	21386	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21390	21390	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	21391	735	15	CONQUEROR_LEVEL	10	LIMIT_NONE	0	APPLY_RESIST_MONSTER	20	APPLY_MAX_HP_PCT	20	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	2	0	440	0	34	0	0	0	5	0
21391	21391	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	21392	736	15	CONQUEROR_LEVEL	11	LIMIT_NONE	0	APPLY_RESIST_MONSTER	21	APPLY_MAX_HP_PCT	21	APPLY_RESIST_MAGIC	21	APPLY_HP_REGEN	2	0	440	0	34	0	5	0	5	0
21392	21392	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	21393	737	15	CONQUEROR_LEVEL	12	LIMIT_NONE	0	APPLY_RESIST_MONSTER	22	APPLY_MAX_HP_PCT	22	APPLY_RESIST_MAGIC	22	APPLY_HP_REGEN	4	0	440	0	34	0	6	0	5	0
21393	21393	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	21394	738	15	CONQUEROR_LEVEL	13	LIMIT_NONE	0	APPLY_RESIST_MONSTER	23	APPLY_MAX_HP_PCT	23	APPLY_RESIST_MAGIC	23	APPLY_HP_REGEN	6	0	440	0	34	0	7	0	5	0
21394	21394	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	21395	739	15	CONQUEROR_LEVEL	14	LIMIT_NONE	0	APPLY_RESIST_MONSTER	24	APPLY_MAX_HP_PCT	24	APPLY_RESIST_MAGIC	24	APPLY_HP_REGEN	8	0	440	0	34	0	8	30	5	0
21395	21395	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	21396	740	15	CONQUEROR_LEVEL	15	LIMIT_NONE	0	APPLY_RESIST_MONSTER	25	APPLY_MAX_HP_PCT	25	APPLY_RESIST_MAGIC	25	APPLY_HP_REGEN	10	0	440	0	34	0	9	40	5	0
21396	21396	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	21397	741	15	CONQUEROR_LEVEL	16	LIMIT_NONE	0	APPLY_RESIST_MONSTER	26	APPLY_MAX_HP_PCT	26	APPLY_RESIST_MAGIC	26	APPLY_HP_REGEN	12	0	440	0	34	0	10	50	5	0
21397	21397	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	21398	742	15	CONQUEROR_LEVEL	17	LIMIT_NONE	0	APPLY_RESIST_MONSTER	27	APPLY_MAX_HP_PCT	27	APPLY_RESIST_MAGIC	27	APPLY_HP_REGEN	14	0	440	0	34	0	11	65	5	0
21398	21398	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	21399	743	15	CONQUEROR_LEVEL	18	LIMIT_NONE	0	APPLY_RESIST_MONSTER	28	APPLY_MAX_HP_PCT	28	APPLY_RESIST_MAGIC	28	APPLY_HP_REGEN	16	0	440	0	34	0	12	80	5	0
21399	21399	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21400	744	15	CONQUEROR_LEVEL	19	LIMIT_NONE	0	APPLY_RESIST_MONSTER	29	APPLY_MAX_HP_PCT	29	APPLY_RESIST_MAGIC	29	APPLY_HP_REGEN	18	0	440	0	34	0	13	100	5	0
21400	21400	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21401	745	15	CONQUEROR_LEVEL	20	LIMIT_NONE	0	APPLY_RESIST_MONSTER	30	APPLY_MAX_HP_PCT	30	APPLY_RESIST_MAGIC	30	APPLY_HP_REGEN	20	0	440	0	34	0	14	100	5	0
21401	21401	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21402	746	15	CONQUEROR_LEVEL	21	LIMIT_NONE	0	APPLY_RESIST_MONSTER	31	APPLY_MAX_HP_PCT	31	APPLY_RESIST_MAGIC	31	APPLY_HP_REGEN	22	0	440	0	34	0	15	100	5	0
21402	21402	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21403	747	15	CONQUEROR_LEVEL	22	LIMIT_NONE	0	APPLY_RESIST_MONSTER	32	APPLY_MAX_HP_PCT	32	APPLY_RESIST_MAGIC	32	APPLY_HP_REGEN	24	0	440	0	34	0	16	100	5	0
21403	21403	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21404	748	15	CONQUEROR_LEVEL	23	LIMIT_NONE	0	APPLY_RESIST_MONSTER	33	APPLY_MAX_HP_PCT	33	APPLY_RESIST_MAGIC	33	APPLY_HP_REGEN	26	0	440	0	34	0	17	100	5	0
21404	21404	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	21405	749	15	CONQUEROR_LEVEL	24	LIMIT_NONE	0	APPLY_RESIST_MONSTER	34	APPLY_MAX_HP_PCT	34	APPLY_RESIST_MAGIC	34	APPLY_HP_REGEN	28	0	440	0	34	0	20	100	5	0
21405	21405	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_PVP	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	CONQUEROR_LEVEL	25	LIMIT_NONE	0	APPLY_RESIST_MONSTER	35	APPLY_MAX_HP_PCT	35	APPLY_RESIST_MAGIC	35	APPLY_HP_REGEN	30	0	440	0	34	0	30	100	5	0
21406	21406	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	NONE	NONE	NONE	0	0	0	0	15	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21500	21500	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	500	21501	325	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
21501	21501	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	800	21502	326	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	2	0	0	0
21502	21502	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	1100	21503	327	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	4	0	0	0
21503	21503	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	1700	21504	328	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	6	0	0	0
21504	21504	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	2500	21505	329	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	8	0	0	0
21505	21505	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	4000	21506	330	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	10	0	0	0
21506	21506	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	6000	21507	331	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	12	0	0	0
21507	21507	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	9000	21508	332	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	14	0	0	0
21508	21508	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	13000	21509	333	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	16	0	0	0
21509	21509	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	500	20000	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	18	0	0	0
21510	21510	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	8000	21511	334	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
21511	21511	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	12000	21512	335	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	2	0	0	0
21512	21512	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	18000	21513	336	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	4	0	0	0
21513	21513	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	27000	21514	337	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	6	0	0	0
21514	21514	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	41000	21515	338	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	8	0	0	0
21515	21515	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	62000	21516	339	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	12	0	0	0
21516	21516	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	93000	21517	340	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	16	0	0	0
21517	21517	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	140000	21518	341	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	20	0	0	0
21518	21518	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	210000	21519	342	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	24	0	0	0
21519	21519	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	8000	315000	0	0	15	LEVEL	21	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	9	0	0	0	28	0	0	0
21520	21520	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	20000	21521	343	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	0	0	0	0
21521	21521	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	30000	21522	344	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	2	0	0	0
21522	21522	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	45000	21523	345	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	4	0	0	0
21523	21523	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	70000	21524	346	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	6	0	0	0
21524	21524	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	110000	21525	347	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	8	0	0	0
21525	21525	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	170000	21526	348	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	13	0	0	0
21526	21526	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	260000	21527	349	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	18	0	0	0
